17:33:44 run E26b 20260917-173344: River creatures, and only river creatures, allowed to spawn on RIVER3. Every non-vermin creature carrying a RIVER biome token in the vanilla raws (19 species; RIVER3 holds the tropical ten in its river feature entries) is opened at 50 on every tile in every layer; every other Animal entry on the site and its ring, surface, cavern, underworld and feature alike, is closed (the first pass left the unbounded underworld entries open and twelve demons tripped the stop rule); every hold in every layer released, and released again every 1500 ticks. Edge water at every z, the map's feature list and map_edge's fields are logged first. Any arrival at all is a river creature. Runs to 403,200 ticks or six arrivals.
17:33:44   [rig] DF already running (pid 33717), port 5555
17:33:44 == E26b arm=river_only rep=1 fort=RIVER3 budget=403200 every=1000
17:33:45   [rig] restored RIVER3.preverify -> /Users/nathanielcannon/Library/Application Support/CrossOver/Bottles/Win10/drive_c/users/crossover/AppData/Roaming/Bay 12 Games/Dwarf Fortress/save/RIVER3
17:33:45   restored RIVER3.preverify -> RIVER3 sha256 a6e181ec539f
17:34:10   [rig] clicked through to RIVER3 (world: Udon Alu); waiting for the map
17:34:10   [rig] loaded after 12s (screen=viewscreen_dwarfmodest focus=dwarfmode/Default world=true map=true paused=true modal=false year=5 tick=16801 season=0 units=21)
17:34:10   [rig] drained 0 queued popup(s)
17:34:11   baseline: 3 wild units on map, 683 pool entries, tick 16801 year 5
17:34:16   manipulation: local n,zs,minz,maxz=0,{},999,-1; local d=df.global.world.map; local W,H=d.x_count,d.y_count; for z=0,d.z_count-1 do local cnt=0; for x=0,W-1 do for _,y in ipairs({0,H-1}) do local b=dfhack.maps.getTileBlock(x,y,z); if b then local des=b.designation[x%16][y%16]; if des.flow_size>=4 and not des.liquid_type then cnt=cnt+1 end end end end; for y=0,H-1 do for _,x in ipairs({0,W-1}) do local b=dfhack.maps.getTileBlock(x,y,z); if b then local des=b.designation[x%16][y%16]; if des.flow_size>=4 and not des.liquid_type then cnt=cnt+1 end end end end; if cnt>0 then n=n+cnt; zs[#zs+1]=z..':'..cnt; if z<minz then minz=z end; if z>maxz then maxz=z end end end; print(('edge water: %d edge tiles with water>=4 across z %d..%d [%s]'):format(n, minz, maxz, table.concat(zs,' '))) -> edge water: 25 edge tiles with water>=4 across z 57..73 [57:17 73:8]
17:34:16   manipulation: local out={}; local ok,err=pcall(function() for i,f in ipairs(df.global.world.features.map_features) do out[#out+1]=i..':'..tostring(f._type) end end); print('map_features:', ok and table.concat(out,' ') or ('err '..tostring(err))); local me={}; for k,v in pairs(df.global.plotinfo.map_edge) do local n; pcall(function() n=#v end); me[#me+1]=tostring(k)..'='..tostring(n or v) end; print('map_edge fields:', table.concat(me,' ')) -> map_features:	0:<type: feature_init_subterranean_from_layerst> 1:<type: feature_init_subterranean_from_layerst> 2:<type: feature_init_subterranean_from_layerst> 3:<type: feature_init_magma_core_from_layerst> 4:<type: feature_init_underworld_from_layerst> 5:<type: feature_init_outdoor_riverst> 6:<type: feature_init_deep_special_tubest> 7:<type: feature_init_deep_special_tubest> 8:<type: feature_init_cavest> 9:<type: feature_init_subterranean_from_layerst> 10:<type: feature_init_deep_special_tubest> 11:<type: feature_init_deep_special_tubest> 12:<type: feature_init_cavest>
map_edge fields:	layer_x=5 surface_x=1068 layer_y=5 surface_y=1068 layer_z=5 surface_z=1068
17:34:16   manipulation: probe:edge -> x	y	z	tiletype	water	liquid
104	0	76	GrassLightFloor3	0	water
105	0	76	StoneBoulder	0	water
106	0	76	GrassLightFloor2	0	water
107	0	76	GrassDarkFloor1	0	water
108	0	76	GrassDarkFloor2	0	water
109	0	76	GrassLightFloor3	0	water
110	0	76	GrassDarkFloor1	0	water
111	0	76	StonePebbles3	0	water
112	0	76	GrassDarkFloor2	0	water
113	0	76	Shrub	0	water
114	0	76	GrassLightFloor3	0	water
115	0	76	Shrub	0	water
116	0	76	GrassLightFloor3	0	water
117	0	76	GrassDarkFloor4	0	water
118	0	76	GrassLightFloor1	0	water
119	0	76	GrassDarkFloor1	0	water
120	0	76	GrassLightFloor1	0	water
121	0	76	StoneFloor3	0	water
122	0	76	StoneFloor2	0	water
123	0	76	GrassLightFloor3	0	water
124	0	76	StoneFloor1	0	water
125	0	76	GrassDarkFloor4	0	water
126	0	76	GrassDarkFloor2	0	water
127	0	76	GrassDarkFloor1	0	water
128	0	76	GrassDarkFloor1	0	water
129	0	76	Shrub	0	water
130	0	76	GrassDarkFloor4	0	water
131	0	76	GrassLightFloor4	0	water
132	0	76	GrassDarkFloor2	0	water
133	0	76	GrassLightFloor3	0	water
134	0	76	GrassLightFloor4	0	water
135	0	76	GrassDarkFloor4	0	water
136	0	76	GrassLightFloor2	0	water
137	0	76	GrassLightFloor1	0	water
138	0	76	GrassLightFloor1	0	water
139	0	76	GrassLightFloor4	0	water
140	0	76	GrassDarkFloor1	0	water
141	0	76	GrassLightFloor2	0	water
142	0	76	GrassDarkFloor3	0	water
143	0	76	GrassDarkFloor2	0	water
144	0	76	GrassDarkFloor3	0	water
145	0	76	GrassDarkFloor1	0	water
146	0	76	GrassLightFloor2	0	water
147	0	76	GrassDarkFloor3	0	water
148	0	76	GrassDarkFloor4	0	water
149	0	76	GrassLightFloor1	0	water
150	0	76	GrassDarkFloor4	0	water
151	0	76	GrassLightFloor2	0	water
152	0	76	GrassDarkFloor2	0	water
153	0	76	GrassDarkFloor4	0	water
154	0	76	SoilFloor1	0	water
155	0	76	GrassLightFloor3	0	water
156	0	76	Shrub	0	water
157	0	76	GrassLightFloor3	0	water
158	0	76	GrassLightFloor4	0	water
159	0	76	GrassLightRamp	0	water
184	191	77	StonePebbles1	0	water
185	191	77	GrassDarkFloor4	0	water
186	191	77	GrassDarkFloor1	0	water
187	191	77	GrassDarkFloor4	0	water
188	191	77	GrassDarkFloor1	0	water
189	191	77	GrassDarkFloor2	0	water
190	191	77	StonePebbles2	0	water
191	191	77	GrassDarkFloor1	0	water
191	64	78	GrassDarkFloor2	0	water
191	65	78	GrassDarkFloor1	0	water
191	66	78	StonePebbles3	0	water
191	67	78	GrassDarkFloor4	0	water
191	68	78	GrassDarkFloor4	0	water
191	69	78	GrassDarkFloor4	0	water
191	70	78	GrassLightFloor2	0	water
191	71	78	GrassLightFloor4	0	water
191	72	78	GrassLightFloor2	0	water
191	73	78	GrassLightFloor2	0	water
191	74	78	StoneFloor1	0	water
191	75	78	Shrub	0	water
191	76	78	GrassLightFloor3	0	water
191	77	78	GrassLightFloor4	0	water
191	78	78	GrassLightFloor4	0	water
191	79	78	GrassLightFloor1	0	water
191	160	77	GrassLightFloor4	0	water
191	161	77	StonePebbles1	0	water
191	162	77	GrassDarkFloor3	0	water
191	163	77	GrassDarkFloor3	0	water
191	164	77	GrassLightFloor4	0	water
191	165	77	GrassLightFloor1	0	water
191	166	77	GrassLightFloor2	0	water
191	167	77	GrassDarkFloor4	0	water
191	168	77	GrassDarkFloor4	0	water
191	169	77	GrassDarkFloor1	0	water
191	170	77	GrassDarkFloor1	0	water
191	171	77	SoilFloor2	0	water
191	172	77	GrassLightFloor4	0	water
191	173	77	GrassDarkFloor1	0	water
191	174	77	GrassLightFloor2	0	water
191	175	77	GrassDarkFloor4	0	water
191	176	77	GrassLightFloor2	0	water
191	177	77	GrassLightFloor4	0	water
191	178	77	GrassLightFloor3	0	water
191	179	77	SoilFloor2	0	water
191	180	77	GrassLightFloor3	0	water
191	181	77	Shrub	0	water
191	182	77	StoneFloor3	0	water
191	183	77	GrassLightFloor1	0	water
191	184	77	GrassLightFloor2	0	water
191	185	77	Shrub	0	water
191	186	77	GrassLightFloor3	0	water
191	187	77	GrassDarkFloor2	0	water
191	188	77	Shrub	0	water
191	189	77	GrassDarkFloor1	0	water
191	190	77	Shrub	0	water
0	0	75	GrassDarkFloor4	0	water
1	0	75	GrassLightFloor2	0	water
2	0	75	GrassDarkFloor1	0	water
3	0	75	Shrub	0	water
4	0	75	GrassDarkFloor4	0	water
5	0	75	GrassDarkFloor4	0	water
6	0	75	Shrub	0	water
7	0	75	GrassLightFloor1	0	water
8	0	75	GrassDarkFloor2	0	water
9	0	75	GrassDarkFloor4	0	water
10	0	75	GrassLightFloor2	0	water
11	0	75	GrassLightFloor3	0	water
12	0	75	GrassLightFloor4	0	water
13	0	75	GrassLightFloor2	0	water
14	0	75	GrassLightFloor3	0	water
15	0	75	GrassLightFloor1	0	water
16	0	75	GrassDarkFloor2	0	water
17	0	75	GrassDarkFloor3	0	water
18	0	75	StoneFloor3	0	water
19	0	75	GrassDarkFloor3	0	water
20	0	75	GrassDarkFloor1	0	water
21	0	75	GrassLightFloor4	0	water
22	0	75	GrassDarkFloor3	0	water
23	0	75	StoneFloor2	0	water
24	0	75	GrassDarkFloor2	0	water
25	0	75	GrassDarkFloor2	0	water
26	0	75	GrassLightFloor3	0	water
27	0	75	Shrub	0	water
28	0	75	GrassLightFloor2	0	water
29	0	75	GrassLightFloor1	0	water
30	0	75	GrassDarkFloor4	0	water
31	0	75	GrassDarkFloor4	0	water
32	0	75	GrassLightFloor4	0	water
33	0	75	GrassLightFloor4	0	water
34	0	75	GrassLightFloor1	0	water
35	0	75	GrassDarkFloor3	0	water
36	0	75	Shrub	0	water
37	0	75	GrassLightFloor4	0	water
38	0	75	GrassLightFloor1	0	water
39	0	75	GrassLightFloor2	0	water
40	0	75	GrassLightFloor1	0	water
41	0	75	GrassDarkFloor4	0	water
42	0	75	GrassDarkFloor1	0	water
43	0	75	StoneFloor3	0	water
44	0	75	GrassDarkFloor3	0	water
45	0	75	StoneFloor4	0	water
46	0	75	StonePebbles1	0	water
47	0	75	Shrub	0	water
48	0	75	GrassDarkFloor3	0	water
49	0	75	GrassLightFloor1	0	water
50	0	75	GrassLightFloor3	0	water
51	0	75	GrassLightFloor3	0	water
52	0	75	GrassDarkFloor4	0	water
53	0	75	GrassLightFloor1	0	water
54	0	75	SoilFloor1	0	water
55	0	75	GrassLightFloor4	0	water
56	0	75	GrassLightFloor3	0	water
57	0	75	GrassDarkFloor4	0	water
58	0	75	GrassDarkFloor3	0	water
59	0	75	GrassDarkFloor4	0	water
60	0	75	Shrub	0	water
61	0	75	GrassDarkFloor4	0	water
62	0	75	GrassLightFloor3	0	water
63	0	75	GrassLightRamp	0	water
0	1	75	GrassLightFloor1	0	water
0	2	75	GrassLightFloor4	0	water
0	3	75	GrassDarkFloor3	0	water
0	4	75	StoneBoulder	0	water
0	5	75	GrassLightFloor3	0	water
0	6	75	GrassLightFloor3	0	water
0	7	75	StonePebbles2	0	water
0	8	75	GrassDarkFloor3	0	water
0	9	75	GrassLightFloor4	0	water
0	10	75	Shrub	0	water
0	11	75	GrassLightFloor2	0	water
0	12	75	StoneFloor3	0	water
0	13	75	GrassLightFloor4	0	water
0	14	75	GrassLightFloor4	0	water
0	15	75	GrassDarkFloor1	0	water
0	16	75	GrassLightFloor3	0	water
0	17	75	GrassDarkFloor1	0	water
0	18	75	GrassLightFloor3	0	water
0	19	75	GrassLightFloor1	0	water
0	20	75	StoneFloor1	0	water
0	21	75	GrassLightFloor1	0	water
0	22	75	GrassDarkFloor1	0	water
0	23	75	GrassLightFloor3	0	water
0	24	75	GrassLightFloor1	0	water
0	25	75	GrassLightFloor3	0	water
0	26	75	GrassLightFloor1	0	water
0	27	75	GrassDarkFloor4	0	water
0	28	75	GrassLightFloor4	0	water
0	29	75	GrassDarkFloor3	0	water
0	30	75	SoilFloor4	0	water
0	31	75	GrassLightFloor1	0	water
0	32	74	GrassLightRamp	0	water
0	33	74	SoilFloor4	0	water
0	34	74	GrassLightFloor4	0	water
0	35	74	GrassLightFloor3	0	water
0	36	74	GrassDarkFloor2	0	water
0	37	74	Shrub	0	water
0	38	74	GrassDarkFloor1	0	water
0	39	74	GrassDarkFloor4	0	water
0	40	74	GrassDarkFloor1	0	water
0	41	74	GrassLightFloor1	0	water
0	42	74	GrassLightFloor1	0	water
0	43	74	GrassLightFloor2	0	water
0	44	74	StonePebbles1	0	water
0	45	74	GrassDarkFloor2	0	water
0	46	74	GrassDarkFloor3	0	water
0	47	74	GrassLightFloor1	0	water
0	48	74	GrassDarkFloor4	0	water
0	49	74	Shrub	0	water
0	50	74	GrassDarkFloor2	0	water
0	51	74	GrassDarkFloor4	0	water
0	52	74	GrassLightFloor3	0	water
0	53	74	GrassDarkFloor2	0	water
0	54	74	GrassLightFloor2	0	water
0	55	74	GrassLightFloor1	0	water
0	56	74	GrassLightFloor4	0	water
0	57	74	GrassDarkFloor3	0	water
0	58	74	GrassLightFloor3	0	water
0	59	74	StoneFloor2	0	water
0	60	74	GrassDarkFloor4	0	water
0	61	74	GrassLightFloor4	0	water
0	62	74	GrassDarkFloor4	0	water
0	63	74	GrassLightFloor3	0	water
0	64	74	GrassDarkFloor3	0	water
0	65	74	GrassLightFloor1	0	water
0	66	74	GrassDarkFloor3	0	water
0	67	74	GrassDarkFloor1	0	water
0	68	74	GrassLightFloor4	0	water
0	69	74	GrassDarkFloor1	0	water
0	70	74	GrassDarkFloor3	0	water
0	71	74	GrassDarkFloor3	0	water
0	72	74	GrassDarkFloor1	0	water
0	73	74	GrassDarkFloor1	0	water
0	74	74	GrassLightFloor1	0	water
0	75	74	GrassDarkFloor2	0	water
0	76	74	Shrub	0	water
0	77	74	GrassLightFloor2	0	water
0	78	74	GrassLightFloor3	0	water
0	79	74	GrassDarkFloor3	0	water
0	80	74	GrassLightFloor3	0	water
0	81	74	GrassLightFloor2	0	water
0	82	74	GrassLightFloor3	0	water
0	83	74	GrassLightFloor4	0	water
0	84	74	GrassLightFloor1	0	water
0	85	74	GrassLightFloor2	0	water
0	86	74	GrassDarkFloor4	0	water
0	87	74	StonePebbles2	0	water
0	88	74	GrassDarkFloor1	0	water
0	89	74	GrassLightFloor1	0	water
0	90	74	GrassLightFloor4	0	water
0	91	74	GrassDarkFloor1	0	water
0	92	74	StoneFloor4	0	water
0	93	74	GrassDarkFloor2	0	water
0	94	74	GrassLightFloor2	0	water
0	95	74	GrassLightFloor4	0	water
0	96	74	GrassDarkFloor1	0	water
0	97	74	GrassLightFloor1	0	water
0	98	74	GrassLightFloor2	0	water
0	99	74	GrassDarkFloor3	0	water
0	100	74	GrassDarkFloor1	0	water
0	101	74	GrassLightFloor1	0	water
0	102	74	GrassLightFloor2	0	water
0	103	74	GrassDarkFloor1	0	water
0	104	74	GrassDarkFloor2	0	water
0	105	74	GrassDarkFloor1	0	water
0	106	74	GrassDarkFloor1	0	water
0	107	74	GrassLightFloor4	0	water
0	108	74	GrassDarkFloor4	0	water
0	109	74	GrassLightFloor3	0	water
0	110	74	GrassDarkFloor2	0	water
0	111	74	GrassLightFloor4	0	water
0	112	74	StoneFloor3	0	water
0	113	74	GrassDarkFloor1	0	water
0	114	74	GrassLightFloor4	0	water
0	115	74	GrassLightFloor2	0	water
0	116	74	GrassLightFloor1	0	water
0	117	74	GrassDarkFloor1	0	water
0	118	74	GrassLightFloor4	0	water
0	119	74	StonePebbles4	0	water
0	120	74	GrassLightFloor4	0	water
0	121	74	GrassLightFloor3	0	water
0	122	74	GrassDarkFloor3	0	water
0	123	74	GrassDarkFloor3	0	water
0	124	74	GrassDarkFloor1	0	water
0	125	74	GrassDarkFloor4	0	water
0	126	74	GrassLightFloor4	0	water
0	127	74	GrassLightFloor2	0	water
0	128	74	GrassLightFloor2	0	water
0	129	74	GrassLightFloor3	0	water
0	130	74	GrassDarkFloor4	0	water
0	0	75	GrassDarkFloor4	0	water
1	0	75	GrassLightFloor2	0	water
2	0	75	GrassDarkFloor1	0	water
3	0	75	Shrub	0	water
4	0	75	GrassDarkFloor4	0	water
5	0	75	GrassDarkFloor4	0	water
6	0	75	Shrub	0	water
7	0	75	GrassLightFloor1	0	water
8	0	75	GrassDarkFloor2	0	water
9	0	75	GrassDarkFloor4	0	water
10	0	75	GrassLightFloor2	0	water
11	0	75	GrassLightFloor3	0	water
12	0	75	GrassLightFloor4	0	water
13	0	75	GrassLightFloor2	0	water
14	0	75	GrassLightFloor3	0	water
15	0	75	GrassLightFloor1	0	water
16	0	75	GrassDarkFloor2	0	water
17	0	75	GrassDarkFloor3	0	water
18	0	75	StoneFloor3	0	water
19	0	75	GrassDarkFloor3	0	water
20	0	75	GrassDarkFloor1	0	water
21	0	75	GrassLightFloor4	0	water
22	0	75	GrassDarkFloor3	0	water
23	0	75	StoneFloor2	0	water
24	0	75	GrassDarkFloor2	0	water
25	0	75	GrassDarkFloor2	0	water
26	0	75	GrassLightFloor3	0	water
26	191	77	GrassDarkFloor2	0	water
27	0	75	Shrub	0	water
27	191	77	Shrub	0	water
28	0	75	GrassLightFloor2	0	water
28	191	77	GrassLightFloor3	0	water
29	0	75	GrassLightFloor1	0	water
29	191	77	GrassDarkFloor1	0	water
30	0	75	GrassDarkFloor4	0	water
30	191	77	GrassDarkFloor1	0	water
31	0	75	GrassDarkFloor4	0	water
31	191	77	GrassDarkFloor2	0	water
32	0	75	GrassLightFloor4	0	water
32	191	77	GrassDarkFloor2	0	water
33	0	75	GrassLightFloor4	0	water
33	191	77	GrassLightFloor2	0	water
34	0	75	GrassLightFloor1	0	water
34	191	77	GrassDarkFloor1	0	water
35	0	75	GrassDarkFloor3	0	water
35	191	77	GrassDarkFloor3	0	water
36	0	75	Shrub	0	water
36	191	77	GrassLightFloor2	0	water
37	0	75	GrassLightFloor4	0	water
37	191	77	GrassLightFloor2	0	water
38	0	75	GrassLightFloor1	0	water
38	191	77	GrassLightFloor2	0	water
39	0	75	GrassLightFloor2	0	water
39	191	77	GrassLightFloor4	0	water
40	0	75	GrassLightFloor1	0	water
40	191	77	Shrub	0	water
41	0	75	GrassDarkFloor4	0	water
41	191	77	GrassLightFloor1	0	water
42	0	75	GrassDarkFloor1	0	water
42	191	77	GrassDarkFloor2	0	water
43	0	75	StoneFloor3	0	water
43	191	77	GrassDarkFloor4	0	water
44	0	75	GrassDarkFloor3	0	water
44	191	77	GrassDarkFloor4	0	water
45	0	75	StoneFloor4	0	water
45	191	77	StonePebbles3	0	water
46	0	75	StonePebbles1	0	water
46	191	77	GrassDarkFloor3	0	water
47	0	75	Shrub	0	water
47	191	77	GrassDarkFloor4	0	water
48	0	75	GrassDarkFloor3	0	water
48	191	77	GrassLightFloor2	0	water
49	0	75	GrassLightFloor1	0	water
49	191	77	GrassDarkFloor2	0	water
50	0	75	GrassLightFloor3	0	water
50	191	77	GrassDarkFloor3	0	water
51	0	75	GrassLightFloor3	0	water
51	191	77	GrassDarkFloor2	0	water
52	0	75	GrassDarkFloor4	0	water
52	191	77	GrassLightFloor2	0	water
53	0	75	GrassLightFloor1	0	water
53	191	77	GrassLightFloor3	0	water
54	0	75	SoilFloor1	0	water
54	191	77	GrassDarkFloor4	0	water
55	0	75	GrassLightFloor4	0	water
55	191	77	GrassLightFloor4	0	water
56	0	75	GrassLightFloor3	0	water
56	191	77	StoneFloor4	0	water
57	0	75	GrassDarkFloor4	0	water
57	191	77	StoneFloor3	0	water
58	0	75	GrassDarkFloor3	0	water
58	191	77	GrassLightFloor3	0	water
59	0	75	GrassDarkFloor4	0	water
59	191	77	GrassLightFloor3	0	water
60	0	75	Shrub	0	water
60	191	77	GrassLightFloor2	0	water
61	0	75	GrassDarkFloor4	0	water
61	191	77	GrassLightFloor1	0	water
62	0	75	GrassLightFloor3	0	water
62	191	77	GrassLightFloor3	0	water
63	0	75	GrassLightRamp	0	water
63	191	77	GrassDarkFloor3	0	water
64	0	76	GrassDarkFloor1	0	water
64	191	77	GrassDarkFloor4	0	water
65	0	76	GrassDarkFloor2	0	water
65	191	77	GrassDarkFloor3	0	water
66	0	76	GrassDarkFloor1	0	water
66	191	77	Shrub	0	water
67	0	76	GrassDarkFloor1	0	water
67	191	77	Shrub	0	water
68	0	76	GrassLightFloor4	0	water
68	191	77	Shrub	0	water
69	0	76	GrassLightFloor2	0	water
69	191	77	GrassDarkFloor2	0	water
70	0	76	Shrub	0	water
70	191	77	GrassLightFloor3	0	water
71	0	76	GrassLightFloor3	0	water
71	191	77	StonePebbles2	0	water
72	0	76	GrassLightFloor3	0	water
72	191	77	GrassDarkFloor2	0	water
73	0	76	GrassLightFloor2	0	water
73	191	77	GrassDarkFloor4	0	water
74	0	76	GrassLightFloor2	0	water
74	191	77	GrassLightFloor4	0	water
75	0	76	GrassLightFloor4	0	water
75	191	77	StoneFloor4	0	water
76	0	76	GrassDarkFloor4	0	water
76	191	77	GrassLightFloor2	0	water
77	0	76	GrassDarkFloor2	0	water
77	191	77	GrassLightFloor2	0	water
78	0	76	Shrub	0	water
78	191	77	GrassDarkFloor2	0	water
79	0	76	GrassLightFloor1	0	water
79	191	77	Shrub	0	water
80	0	76	GrassLightFloor4	0	water
80	191	77	GrassDarkFloor3	0	water
81	0	76	GrassLightFloor1	0	water
81	191	77	GrassDarkFloor4	0	water
82	0	76	StoneFloor4	0	water
82	191	77	GrassLightFloor2	0	water
83	0	76	StoneFloor4	0	water
83	191	77	GrassDarkFloor4	0	water
84	0	76	SoilFloor1	0	water
84	191	77	GrassDarkFloor4	0	water
85	0	76	GrassDarkFloor4	0	water
85	191	77	GrassDarkFloor2	0	water
86	0	76	GrassLightFloor3	0	water
86	191	77	GrassDarkFloor1	0	water
87	0	76	GrassDarkFloor4	0	water
