
# E15 -- F15, the large-stock debit rule. On CTRL, open exactly one species across the site tile and its ring, release the surface every 1,500 ticks for 20,000 ticks, and sample every entry every 200 ticks: does the debit per wave equal the wave size when the entry is large, and does the rule follow the entry's size or the species?
run 20260917-141259 fort CTRL backup CTRL.preverify
DF v0.53.16 win64 STEAM DFHack 53.16-r1.1 world The Legendary Dimension site 32 tiles 29..29,20..20 seed WILDERPOP1
commits: DwarfCron a60f0d1 seasonal-wildlife 55a21fa fps cap 1000

## Predictions (written before the run)
- A: exact debit, hidden by a growth or refund term: per-wave step in the entry equals the wave size on every arm; between waves the entry climbs back on large entries
- B: a different rule above some size: raven-natural and kangaroo-300 both debit less than the wave size; raven-30 and kangaroo-30 debit exactly
- C: a species (flier) rule, not a size rule: raven debits short at both 339 and 30; kangaroo debits exactly at both 300 and 30

## Replicates
arm | rep | valid | control | ticks | t/s | arrivals | departures | deaths | stop | breaches
raven_natural | 1 | True | None | 20110 | 85.9 | 102 | 0 | 0 |  | 
raven_natural | 2 | True | None | 20023 | 78.3 | 120 | 0 | 0 |  | 
raven_30 | 1 | True | None | 20170 | 91.8 | 85 | 0 | 0 |  | 
raven_30 | 2 | True | None | 20204 | 95.9 | 73 | 0 | 0 |  | 
kangaroo_300 | 1 | True | None | 20042 | 180.0 | 50 | 0 | 0 |  | 
kangaroo_300 | 2 | True | None | 20194 | 174.0 | 50 | 0 | 0 |  | 
kangaroo_30 | 1 | True | None | 20232 | 175.3 | 41 | 0 | 0 |  | 
kangaroo_30 | 2 | True | None | 20057 | 166.3 | 40 | 0 | 0 |  | 

## Arrivals (new unit ids, attributed by the six-tuple they carry)
arm | rep | tick | species | ref6 | n | countdown at first sighting | departed at (rel ticks) | outcome
kangaroo_300 | 1 | +11455 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 27120,28043 | - | present
kangaroo_300 | 1 | +13117 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 22561,29132 | - | present
kangaroo_300 | 1 | +13402 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 21422,24006 | - | present
kangaroo_300 | 1 | +14870 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 25585,27613 | - | present
kangaroo_300 | 1 | +16563 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 24264,25077 | - | present
kangaroo_300 | 1 | +18231 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 22552,25434 | - | present
kangaroo_300 | 1 | +19776 | KANGAROO | 29,20,-1,-1,-1,88 | 4 | 24358,24384,27702,29241 | - | present
kangaroo_300 | 2 | +528 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 20614,21701 | - | present
kangaroo_300 | 2 | +528 | TOAD_GIANT_CAVE | 29,21,-1,8,-1,12 | 1 | 21844 | - | present
kangaroo_300 | 2 | +528 | TROGLODYTE | 29,20,-1,13,-1,19 | 5 | 22847,25354,25670,26354,26709 | - | present
kangaroo_300 | 2 | +528 | DEMON_1 | 28,20,-1,44,-1,3 | 1 | 24697 | - | present
kangaroo_300 | 2 | +528 | TROLL | 30,20,-1,8,-1,27 | 1 | 28072 | - | present
kangaroo_300 | 2 | +528 | DEMON_3 | 29,20,-1,43,-1,0 | 4 | 20230,20598,23914,26836 | - | present
kangaroo_300 | 2 | +2070 | KANGAROO | 29,20,-1,-1,-1,88 | 4 | 20255,20340,26104,28214 | - | present
kangaroo_300 | 2 | +3488 | KANGAROO | 29,20,-1,-1,-1,88 | 3 | 22916,25687,26956 | - | present
kangaroo_300 | 2 | +5059 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 24842,26059 | - | present
kangaroo_300 | 2 | +6860 | KANGAROO | 29,20,-1,-1,-1,88 | 1 | 22411 | - | present
kangaroo_300 | 2 | +7180 | KANGAROO | 29,20,-1,-1,-1,88 | 5 | 21556,24499,25817,28464,29412 | - | present
kangaroo_300 | 2 | +8518 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 28007,28388 | - | present
kangaroo_300 | 2 | +10119 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 20125,24239 | - | present
kangaroo_300 | 2 | +11881 | KANGAROO | 29,20,-1,-1,-1,88 | 4 | 20638,22654,24764,26644 | - | present
kangaroo_300 | 2 | +13450 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 21098,28976 | - | present
kangaroo_300 | 2 | +15086 | KANGAROO | 29,20,-1,-1,-1,88 | 3 | 23970,26251,26441 | - | present
kangaroo_300 | 2 | +16745 | KANGAROO | 29,20,-1,-1,-1,88 | 3 | 22268,25524,26485 | - | present
kangaroo_300 | 2 | +18283 | KANGAROO | 29,20,-1,-1,-1,88 | 2 | 23058,27277 | - | present
kangaroo_300 | 2 | +19875 | KANGAROO | 29,20,-1,-1,-1,88 | 3 | 20089,22756,25843 | - | present
raven_30 | 1 | +291 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 7 | 20505,22492,23207,23379,25748,26447,27621 | - | present
raven_30 | 1 | +291 | TROGLODYTE | 29,20,-1,8,-1,19 | 6 | 20318,20746,24075,25736,27917,28261 | - | present
raven_30 | 1 | +291 | BLIND_CAVE_OGRE | 29,20,-1,13,-1,29 | 3 | 22271,24560,27161 | - | present
raven_30 | 1 | +291 | DEMON_4 | 28,20,-1,44,-1,2 | 3 | 22483,29009,29042 | - | present
raven_30 | 1 | +291 | OLM_GIANT | 29,20,-1,8,-1,9 | 1 | 28036 | - | present
raven_30 | 1 | +291 | OLM_GIANT | 29,20,-1,13,-1,13 | 1 | 23046 | - | present
raven_30 | 1 | +622 | DEMON_4 | 28,20,-1,44,-1,2 | 2 | 22073,24067 | - | present
raven_30 | 1 | +1962 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 8 | 20967,21166,22291,24996,25839,27217,28007,29116 | - | present
raven_30 | 1 | +3593 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 5 | 20766,21617,21803,28015,29059 | - | present
raven_30 | 1 | +3904 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 2 | 23214,25089 | - | present
raven_30 | 1 | +5371 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 9 | 20063,21577,22194,22252,24377,26254,28251,29243,29424 | - | present
raven_30 | 1 | +6905 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 7 | 20309,20380,20433,20500,24240,27412,29576 | - | present
raven_30 | 1 | +8501 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 3 | 20476,28037,28297 | - | present
raven_30 | 1 | +8786 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 1 | 20171 | - | present
raven_30 | 1 | +10224 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 4 | 22748,25082,26134,28431 | - | present
raven_30 | 1 | +11917 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 10 | 20716,21174,22196,22216,24416,25090,27769,28859,29254,29772 | - | present
raven_30 | 1 | +13546 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 6 | 20011,20598,21561,24978,27058,29087 | - | present
raven_30 | 1 | +15422 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 4 | 23068,25439,27753,27798 | - | present
raven_30 | 1 | +17082 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 3 | 24374,27840,29640 | - | present
raven_30 | 2 | +267 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 7 | 20360,23441,23999,24210,24349,27786,28925 | - | present
raven_30 | 2 | +267 | BIRD_SWALLOW_CAVE_GIANT | 29,20,-1,8,-1,18 | 1 | 29260 | - | present
raven_30 | 2 | +267 | OLM_GIANT | 29,20,-1,13,-1,13 | 1 | 27801 | - | present
raven_30 | 2 | +267 | DEMON_13 | 30,20,-1,43,-1,4 | 4 | 19826,19927,26160,29618 | - | present
raven_30 | 2 | +267 | TOAD_GIANT_CAVE | 29,20,-1,8,-1,12 | 1 | 24445 | - | present
raven_30 | 2 | +267 | TROLL | 29,20,-1,13,-1,32 | 1 | 27368 | - | present
raven_30 | 2 | +1884 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 7 | 20080,20531,20550,22409,24978,25152,27541 | - | present
raven_30 | 2 | +2125 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 2 | 23835,24181 | - | present
raven_30 | 2 | +3579 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 7 | 20652,21197,21268,22413,24159,25670,27693 | - | present
raven_30 | 2 | +5194 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 7 | 20730,21474,23330,24500,26304,27344,29647 | - | present
raven_30 | 2 | +6682 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 3 | 20503,22736,26454 | - | present
raven_30 | 2 | +8420 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 7 | 21714,24283,26400,26642,27176,29794,29797 | - | present
raven_30 | 2 | +10430 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 8 | 21093,22447,22758,24205,25601,27259,28965,29504 | - | present
raven_30 | 2 | +12378 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 2 | 20170,23084 | - | present
raven_30 | 2 | +12610 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 1 | 25589 | - | present
raven_30 | 2 | +13580 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 4 | 23203,23245,25604,29882 | - | present
raven_30 | 2 | +15970 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 2 | 19972,21684 | - | present
raven_30 | 2 | +17595 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 8 | 20833,22096,23028,23455,24794,27855,28616,29640 | - | present
raven_natural | 1 | +259 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 9 | 21915,23544,23611,25378,25838,26738,27586,28874,29292 | - | present
raven_natural | 1 | +259 | BIRD_SWALLOW_CAVE_GIANT | 29,20,-1,8,-1,18 | 1 | 28468 | - | present
raven_natural | 1 | +259 | JABBERER | 29,20,-1,13,-1,21 | 1 | 21188 | - | present
raven_natural | 1 | +259 | DEMON_18 | 29,20,-1,43,-1,1 | 4 | 19966,21576,23982,25947 | - | present
raven_natural | 1 | +259 | OLM_GIANT | 29,20,-1,8,-1,9 | 1 | 29232 | - | present
raven_natural | 1 | +259 | CROCODILE_CAVE | 29,20,-1,13,-1,14 | 1 | 21214 | - | present
raven_natural | 1 | +259 | DEMON_3 | 29,20,-1,43,-1,0 | 2 | 23126,25856 | - | present
raven_natural | 1 | +569 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 1 | 26801 | - | present
raven_natural | 1 | +569 | DEMON_3 | 29,20,-1,43,-1,0 | 3 | 21003,21894,22484 | - | present
raven_natural | 1 | +1959 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 5 | 20517,24464,26091,27928,29063 | - | present
raven_natural | 1 | +3600 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 3 | 24745,27148,27496 | - | present
raven_natural | 1 | +3879 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 4 | 23667,24385,24781,26738 | - | present
raven_natural | 1 | +5128 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 6 | 20077,22144,24840,25167,26395,26872 | - | present
raven_natural | 1 | +6870 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 8 | 19899,21485,24623,24755,27710,27974,28807,29777 | - | present
raven_natural | 1 | +8595 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 4 | 21302,25248,27843,28425 | - | present
raven_natural | 1 | +10297 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 5 | 21372,22318,22341,26189,27384 | - | present
raven_natural | 1 | +10536 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 6 | 21647,22357,23563,26267,26332,28507 | - | present
raven_natural | 1 | +11978 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 3 | 22271,23641,24284 | - | present
raven_natural | 1 | +13658 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 3 | 21168,29230,29270 | - | present
raven_natural | 1 | +13886 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 5 | 23129,24490,24547,26454,28861 | - | present
raven_natural | 1 | +15259 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 2 | 22017,24387 | - | present
raven_natural | 1 | +15499 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 7 | 22129,22898,24516,25592,26024,27873,29698 | - | present
raven_natural | 1 | +16894 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 3 | 24327,25969,26547 | - | present
raven_natural | 1 | +18491 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 7 | 20548,20586,22190,28013,28356,28649,29231 | - | present
raven_natural | 1 | +20110 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 8 | 20113,22693,22854,22894,26066,27551,27702,29567 | - | present
raven_natural | 2 | +294 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 15 | 20460,21107,21640,22040,22947,23171,23419,23966,24112,25704,25796,26376,26609,26939,27062 | - | present
raven_natural | 2 | +294 | BIRD_SWALLOW_CAVE_GIANT | 29,20,-1,8,-1,18 | 2 | 19930,25618 | - | present
raven_natural | 2 | +294 | GREEN_DEVOURER | 29,20,-1,13,-1,23 | 1 | 25696 | - | present
raven_natural | 2 | +294 | DEMON_19 | 28,20,-1,44,-1,0 | 3 | 19926,22446,23667 | - | present
raven_natural | 2 | +294 | CRUNDLE | 29,20,-1,13,-1,9 | 4 | 20323,23033,25586,26175 | - | present
raven_natural | 2 | +780 | CRUNDLE | 29,20,-1,13,-1,9 | 2 | 27507,28105 | - | present
raven_natural | 2 | +1278 | CRUNDLE | 29,20,-1,13,-1,9 | 1 | 21632 | - | present
raven_natural | 2 | +1817 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 6 | 20151,20611,22912,23829,27114,27856 | - | present
raven_natural | 2 | +2048 | CRUNDLE | 29,20,-1,13,-1,9 | 4 | 20021,24327,25218,26544 | - | present
raven_natural | 2 | +2048 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 5 | 20106,20225,22254,27185,28142 | - | present
raven_natural | 2 | +2573 | CRUNDLE | 29,20,-1,13,-1,9 | 5 | 20131,24313,26028,27042,28635 | - | present
raven_natural | 2 | +3338 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 7 | 20309,21380,23116,26276,26310,26604,27546 | - | present
raven_natural | 2 | +3598 | CRUNDLE | 29,20,-1,13,-1,9 | 2 | 23318,28817 | - | present
raven_natural | 2 | +4925 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 4 | 23394,25950,27332,28181 | - | present
raven_natural | 2 | +6437 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 5 | 21084,22527,23228,25412,27575 | - | present
raven_natural | 2 | +6690 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 3 | 20481,20580,28322 | - | present
raven_natural | 2 | +7930 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 5 | 21617,24415,26480,28135,28245 | - | present
raven_natural | 2 | +8181 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 1 | 22319 | - | present
raven_natural | 2 | +9590 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 7 | 21947,22802,24018,24970,26776,29220,29809 | - | present
raven_natural | 2 | +11257 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 1 | 23730 | - | present
raven_natural | 2 | +11502 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 3 | 23003,24902,25253 | - | present
raven_natural | 2 | +11502 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 4 | 22350,24612,28562,29079 | - | present
raven_natural | 2 | +12867 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 3 | 24909,26760,28608 | - | present
raven_natural | 2 | +13084 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 3 | 22950,23977,27566 | - | present
raven_natural | 2 | +14466 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 4 | 21990,26729,27020,27376 | - | present
raven_natural | 2 | +14712 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 6 | 20051,21268,21423,23400,26021,27044 | - | present
raven_natural | 2 | +16135 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 7 | 20452,20559,21301,22152,23279,24659,28005 | - | present
raven_natural | 2 | +17693 | BIRD_RAVEN | 29,20,-1,-1,-1,53 | 3 | 25970,28611,28676 | - | present
raven_natural | 2 | +19316 | BIRD_RAVEN | 28,19,-1,-1,-1,53 | 4 | 20600,23620,24852,29565 | - | present

## Waves (132; per-wave summary written to waves.tsv, keyed on first-listed tick)
arm | rep | listed | species | layer | n | departed | died | present
kangaroo_30 | 1 | +374 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_30 | 1 | +374 | OLM_GIANT | cavern | 1 | 0 | 0 | 1
kangaroo_30 | 1 | +374 | TROGLODYTE | cavern | 5 | 0 | 0 | 5
kangaroo_30 | 1 | +374 | DEMON_3 | cavern | 4 | 0 | 0 | 4
kangaroo_30 | 1 | +374 | TOAD_GIANT_CAVE | cavern | 1 | 0 | 0 | 1
kangaroo_30 | 1 | +2124 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_30 | 1 | +3838 | KANGAROO | surface | 3 | 0 | 0 | 3
kangaroo_30 | 1 | +5216 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_30 | 1 | +6590 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_30 | 1 | +8393 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_30 | 1 | +9905 | KANGAROO | surface | 6 | 0 | 0 | 6
kangaroo_30 | 1 | +11433 | KANGAROO | surface | 3 | 0 | 0 | 3
kangaroo_30 | 1 | +13029 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_30 | 2 | +518 | KANGAROO | surface | 3 | 0 | 0 | 3
kangaroo_30 | 2 | +518 | CROCODILE_CAVE | cavern | 1 | 0 | 0 | 1
kangaroo_30 | 2 | +518 | TROLL | cavern | 1 | 0 | 0 | 1
kangaroo_30 | 2 | +518 | DEMON_18 | cavern | 1 | 0 | 0 | 1
kangaroo_30 | 2 | +518 | BIRD_SWALLOW_CAVE_GIANT | cavern | 1 | 0 | 0 | 1
kangaroo_30 | 2 | +518 | REACHER | cavern | 1 | 0 | 0 | 1
kangaroo_30 | 2 | +518 | DEMON_13 | cavern | 4 | 0 | 0 | 4
kangaroo_30 | 2 | +2203 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_30 | 2 | +4004 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_30 | 2 | +5432 | KANGAROO | surface | 3 | 0 | 0 | 3
kangaroo_30 | 2 | +7156 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_30 | 2 | +8970 | KANGAROO | surface | 3 | 0 | 0 | 3
kangaroo_30 | 2 | +10828 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_30 | 2 | +12321 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_30 | 2 | +13883 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_300 | 1 | +287 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_300 | 1 | +287 | TROGLODYTE | cavern | 7 | 0 | 0 | 7
kangaroo_300 | 1 | +287 | PLUMP_HELMET_MAN | cavern | 3 | 0 | 0 | 3
kangaroo_300 | 1 | +287 | DEMON_4 | cavern | 1 | 0 | 0 | 1
kangaroo_300 | 1 | +287 | DEMON_12 | cavern | 3 | 0 | 0 | 3
kangaroo_300 | 1 | +2123 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_300 | 1 | +3548 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_300 | 1 | +5337 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_300 | 1 | +6806 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_300 | 1 | +8404 | KANGAROO | surface | 3 | 0 | 0 | 3
kangaroo_300 | 1 | +10141 | KANGAROO | surface | 3 | 0 | 0 | 3
kangaroo_300 | 1 | +11455 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_300 | 1 | +13117 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_300 | 1 | +14870 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_300 | 1 | +16563 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_300 | 1 | +18231 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_300 | 1 | +19776 | KANGAROO | surface | 4 | 0 | 0 | 4
kangaroo_300 | 2 | +528 | KANGAROO | surface | 2 | 0 | 0 | 2
kangaroo_300 | 2 | +528 | TOAD_GIANT_CAVE | cavern | 1 | 0 | 0 | 1
kangaroo_300 | 2 | +528 | TROGLODYTE | cavern | 5 | 0 | 0 | 5
kangaroo_300 | 2 | +528 | DEMON_1 | cavern | 1 | 0 | 0 | 1
kangaroo_300 | 2 | +528 | TROLL | cavern | 1 | 0 | 0 | 1
kangaroo_300 | 2 | +528 | DEMON_3 | cavern | 4 | 0 | 0 | 4
