run	arm	rep	token	seasons	allowed
20260918-095800	all_layers	1	water:FISH_LUNGFISH	0,1	1
20260918-095800	all_layers	1	MONGOOSE	0,1	1
20260918-095800	all_layers	1	cavern:OLM	0,1,2,3	1
20260918-095800	all_layers	1	DAMSELFLY	2,3	1
20260918-095800	all_layers	1	FLY	2,3	1
20260918-095800	all_layers	1	water:FISH_CARP	2,3	1
20260918-095800	all_layers	1	water:FISH_KNIFEFISH_BANDED	0,1	1
20260918-095800	all_layers	1	water:FISH_GUPPY	0,1	1
20260918-095800	all_layers	1	water:FISH_LOACH_CLOWN	0,1	1
20260918-095800	all_layers	1	MOTH	0,1,2,3	1
20260918-095800	all_layers	1	TOAD	2,3	1
20260918-095800	all_layers	1	RAT	0,1,2,3	1
20260918-095800	all_layers	1	SPIDER_JUMPING	0,1,2,3	1
20260918-095800	all_layers	1	cavern:BAT	2,3	1
20260918-095800	all_layers	1	SPARROW	0,1,2,3	1
20260918-095800	all_layers	1	RHINOCEROS	0,1	1
20260918-095800	all_layers	1	MUSSEL	2,3	1
20260918-095800	all_layers	1	cavern:GREMLIN	0,1,2,3	1
20260918-095800	all_layers	1	MONITOR_LIZARD	0,1	1
20260918-095800	all_layers	1	cavern:RAT_LARGE	0,1,2,3	1
20260918-095800	all_layers	1	GRASSHOPPER	2,3	1
20260918-095800	all_layers	1	HAMSTER	0,1,2,3	1
20260918-095800	all_layers	1	IMPALA	0,1	1
20260918-095800	all_layers	1	BIRD_OSPREY	2,3	1
20260918-095800	all_layers	1	BIRD_OSTRICH	0,1,2,3	1
20260918-095800	all_layers	1	GAZELLE	0,1	1
20260918-095800	all_layers	1	FISH_LOACH_CLOWN	0,1,2,3	1
20260918-095800	all_layers	1	cavern:BUGBAT	0,1,2,3	1
20260918-095800	all_layers	1	AARDVARK	0,1,2,3	1
20260918-095800	all_layers	1	cavern:CRUNDLE	0,1,2,3	1
20260918-095800	all_layers	1	FISH_LUNGFISH	0,1,2,3	1
20260918-095800	all_layers	1	cavern:CROCODILE_CAVE	0,1,2,3	1
20260918-095800	all_layers	1	cavern:HUNGRY_HEAD	0,1,2,3	1
20260918-095800	all_layers	1	FISH_KNIFEFISH_BANDED	0,1,2,3	1
20260918-095800	all_layers	1	CRETACEOUS_CARNOTAURUS	2,3	1
20260918-095800	all_layers	1	CAVY	0,1,2,3	1
20260918-095800	all_layers	1	cavern:TOAD_GIANT_CAVE	0,1,2,3	1
20260918-095800	all_layers	1	cavern:LOBSTER_CAVE	0,1,2,3	1
20260918-095800	all_layers	1	cavern:IMP_FIRE	0,1,2,3	1
20260918-095800	all_layers	1	cavern:POND_GRABBER	0,1,2,3	1
20260918-095800	all_layers	1	cavern:ELK_BIRD	0,1,2,3	1
20260918-095800	all_layers	2	water:BIRD_OSPREY	2,3	1
20260918-095800	all_layers	2	WARTHOG	0,1	1
20260918-095800	all_layers	2	cavern:SPIDER_CAVE	0,1,2,3	1
20260918-095800	all_layers	2	cavern:OLM_GIANT	0,1,2,3	1
20260918-095800	all_layers	2	FISH_STINGRAY	0,1	1
20260918-095800	all_layers	2	MOSQUITO	2,3	1
20260918-095800	all_layers	2	CHAMELEON	0,1,2,3	1
20260918-095800	all_layers	2	water:RIVER OTTER	2,3	1
20260918-095800	all_layers	2	cavern:BIRD_SWALLOW_CAVE	0,1,2,3	1
20260918-095800	all_layers	2	GIANT TORTOISE	0,1	1
20260918-095800	all_layers	2	FISH_GUPPY	0,1,2,3	1
20260918-095800	all_layers	2	BIRD_WREN	0,1,2,3	1
20260918-095800	all_layers	2	water:CROCODILE_SALTWATER	0,1	1
20260918-095800	all_layers	2	cavern:MOLE_DOG_NAKED	0,1,2,3	1
20260918-095800	all_layers	2	BUTTERFLY_MONARCH	2,3	1
20260918-095800	all_layers	2	ELEPHANT	0,1,2,3	1
20260918-095800	all_layers	2	HIPPO	0,1	1
20260918-095800	all_layers	2	cavern:TROGLODYTE	0,1,2,3	1
20260918-095800	all_layers	2	cavern:BLIND_CAVE_BEAR	0,1,2,3	1
20260918-095800	all_layers	2	water:ALLIGATOR	2,3	1
20260918-095800	all_layers	2	cavern:PLUMP_HELMET_MAN	0,1,2,3	1
20260918-095800	all_layers	2	FISH_CARP	2,3	1
20260918-095800	all_layers	2	cavern:SPIDER_CAVE_GIANT	0,1,2,3	1
20260918-095800	all_layers	2	BIRD_EAGLE	2,3	1
20260918-095800	all_layers	2	cavern:GREEN_DEVOURER	0,1,2,3	1
20260918-095800	all_layers	2	cavern:RUTHERER	0,1,2,3	1
20260918-095800	all_layers	2	MANTIS	0,1,2,3	1
20260918-095800	all_layers	2	cavern:GIANT_EARTHWORM	0,1,2,3	1
20260918-095800	all_layers	2	cavern:CAP_HOPPER	0,1,2,3	1
20260918-095800	all_layers	2	BIRD_VULTURE	0,1,2,3	1
20260918-095800	all_layers	2	cavern:MAGMA_CRAB	0,1,2,3	1
20260918-095800	all_layers	2	cavern:RAT_GIANT	0,1,2,3	1
20260918-095800	all_layers	2	water:MUSSEL	2,3	1
20260918-095800	all_layers	2	water:HIPPO	0,1	1
20260918-095800	all_layers	2	cavern:CAVE_BLOB	0,1,2,3	1
20260918-095800	all_layers	2	cavern:BIRD_SWALLOW_CAVE_GIANT	0,1,2,3	1
20260918-095800	all_layers	2	cavern:FISH_CAVE	0,1,2,3	1
20260918-095800	all_layers	2	GIRAFFE	0,1	1
20260918-095800	all_layers	2	cavern:JABBERER	0,1,2,3	1
20260918-095800	all_layers	2	WILD_BOAR	0,1,2,3	1
20260918-095800	all_layers	2	water:FISH_TIGERFISH	0,1	1
20260918-095800	all_layers	2	POND_TURTLE	2,3	1
20260918-095800	all_layers	2	RIVER OTTER	2,3	1
20260918-095800	all_layers	2	cavern:MOLEMARIAN	0,1,2,3	1
20260918-095800	all_layers	2	BIRD_PARAKEET	0,1,2,3	1
20260918-095800	all_layers	2	WEASEL	2,3	1
20260918-095800	all_layers	2	water:FISH_STINGRAY	0,1	1
20260918-095800	all_layers	2	water:FISH_MILKFISH	0,1	1
20260918-095800	all_layers	2	FISH_MILKFISH	0,1	1
20260918-095800	all_layers	2	AXOLOTL	0,1,2,3	1
20260918-095800	all_layers	2	cavern:FLESH_BALL	0,1,2,3	1
20260918-095800	all_layers	2	FISH_TIGERFISH	0,1	1
20260918-095800	all_layers	2	water:FISH_LUNGFISH	0,1	1
20260918-095800	all_layers	2	MONGOOSE	0,1	1
20260918-095800	all_layers	2	cavern:OLM	0,1,2,3	1
20260918-095800	all_layers	2	DAMSELFLY	2,3	1
20260918-095800	all_layers	2	FLY	2,3	1
20260918-095800	all_layers	2	water:FISH_CARP	2,3	1
20260918-095800	all_layers	2	water:FISH_KNIFEFISH_BANDED	0,1	1
20260918-095800	all_layers	2	water:FISH_GUPPY	0,1	1
20260918-095800	all_layers	2	water:FISH_LOACH_CLOWN	0,1	1
20260918-095800	all_layers	2	MOTH	0,1,2,3	1
20260918-095800	all_layers	2	TOAD	2,3	1
20260918-095800	all_layers	2	RAT	0,1,2,3	1
20260918-095800	all_layers	2	SPIDER_JUMPING	0,1,2,3	1
20260918-095800	all_layers	2	cavern:BAT	2,3	1
20260918-095800	all_layers	2	SPARROW	0,1,2,3	1
20260918-095800	all_layers	2	RHINOCEROS	0,1	1
20260918-095800	all_layers	2	MUSSEL	2,3	1
20260918-095800	all_layers	2	cavern:GREMLIN	0,1,2,3	1
20260918-095800	all_layers	2	MONITOR_LIZARD	0,1	1
20260918-095800	all_layers	2	cavern:RAT_LARGE	0,1,2,3	1
20260918-095800	all_layers	2	GRASSHOPPER	2,3	1
20260918-095800	all_layers	2	HAMSTER	0,1,2,3	1
20260918-095800	all_layers	2	IMPALA	0,1	1
20260918-095800	all_layers	2	BIRD_OSPREY	2,3	1
20260918-095800	all_layers	2	BIRD_OSTRICH	0,1,2,3	1
20260918-095800	all_layers	2	GAZELLE	0,1	1
20260918-095800	all_layers	2	FISH_LOACH_CLOWN	0,1,2,3	1
20260918-095800	all_layers	2	cavern:BUGBAT	0,1,2,3	1
20260918-095800	all_layers	2	AARDVARK	0,1,2,3	1
20260918-095800	all_layers	2	cavern:CRUNDLE	0,1,2,3	1
20260918-095800	all_layers	2	FISH_LUNGFISH	0,1,2,3	1
20260918-095800	all_layers	2	cavern:CROCODILE_CAVE	0,1,2,3	1
20260918-095800	all_layers	2	cavern:HUNGRY_HEAD	0,1,2,3	1
20260918-095800	all_layers	2	FISH_KNIFEFISH_BANDED	0,1,2,3	1
20260918-095800	all_layers	2	CRETACEOUS_CARNOTAURUS	2,3	1
20260918-095800	all_layers	2	CAVY	0,1,2,3	1
20260918-095800	all_layers	2	cavern:TOAD_GIANT_CAVE	0,1,2,3	1
20260918-095800	all_layers	2	cavern:LOBSTER_CAVE	0,1,2,3	1
20260918-095800	all_layers	2	cavern:IMP_FIRE	0,1,2,3	1
20260918-095800	all_layers	2	cavern:POND_GRABBER	0,1,2,3	1
20260918-095800	all_layers	2	cavern:ELK_BIRD	0,1,2,3	1
