
# E14-OCEAN2 -- Aquatic surface entries on OCEAN2, an ocean embark that is actually WET: 58% surface water, water on all four map edges, and the ocean tile 3,28 present in plotinfo.border. Same design as E14-OCEAN — open every aquatic surface entry on the site and neighbour tiles at 50, close every land entry, release surface holds every 1,500 ticks, 20,000 ticks — plus a natural arm. Does a wet ocean map produce shark and fish waves?
run 20260917-123933 fort OCEAN2 backup OCEAN2.preverify
DF v0.53.16 win64 STEAM DFHack 53.16-r1.1 world The Domain of Winds site 48 tiles 4..4,28..28 seed 424242
commits: DwarfCron db12865 seasonal-wildlife 1c43117 fps cap 1000

## Predictions (written before the run)
- edge water is the gate: arm aquatic: shark/fish/ray waves from the ocean tiles, entries debited by exactly the arrivals, as milkfish did on LAKE
- ocean entries never wave, whatever the map: arm aquatic: no shark or fish arrival and no debit in 2 x 20,000 ticks while the natural arm produces waves
- only amphibious walkers ever arrive: arm aquatic: crabs and saltwater crocodiles only, no AQUATIC+IMMOBILE_LAND species

## Replicates
arm | rep | valid | control | ticks | t/s | arrivals | departures | deaths | stop | breaches
aquatic | 1 | True | None | 20082 | 193.3 | 51 | 0 | 7 |  | 
aquatic | 2 | True | None | 20331 | 189.2 | 63 | 0 | 6 |  | 
natural | 1 | True | None | 20124 | 127.7 | 98 | 0 | 4 |  | 

## Arrivals (new unit ids, attributed by the six-tuple they carry)
arm | rep | tick | species | ref6 | n | countdown at first sighting | departed at (rel ticks) | outcome
aquatic | 1 | +8699 | CRAB | 3,28,-1,-1,-1,23 | 1 | 26391 | - | present
aquatic | 1 | +9161 | CRAB | 3,28,-1,-1,-1,23 | 1 | 25670 | - | present
aquatic | 1 | +10309 | CRAB | 3,28,-1,-1,-1,23 | 1 | 26988 | 2079 | death
aquatic | 1 | +10309 | CROCODILE_CAVE | 4,28,-1,2,-1,9 | 1 | 22667 | - | present
aquatic | 1 | +10626 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 1 | 25367 | - | present
aquatic | 1 | +12132 | CRAB | 3,28,-1,-1,-1,23 | 1 | 29553 | 3537 | death
aquatic | 1 | +12388 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 3 | 21003,29105,29740 | - | present
aquatic | 1 | +13849 | CRAB | 3,28,-1,-1,-1,23 | 1 | 20843 | - | present
aquatic | 1 | +13849 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 3 | 28939,29593,29783 | - | present
aquatic | 1 | +15669 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 2 | 20120,27588 | - | present
aquatic | 1 | +17436 | CRAB | 3,28,-1,-1,-1,23 | 1 | 25627 | 572 | death
aquatic | 1 | +17770 | SHARK_BLUE | 3,28,-1,-1,-1,10 | 1 | 22093 | - | present
aquatic | 1 | +18008 | CRAB | 3,28,-1,-1,-1,23 | 1 | 26040 | - | present
aquatic | 1 | +19209 | CRAB | 3,28,-1,-1,-1,23 | 2 | 20285,22993 | - | present
aquatic | 2 | +344 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 3 | 19858,22999,27241 | - | present
aquatic | 2 | +344 | TROLL | 4,28,-1,2,-1,26 | 1 | 27988 | - | present
aquatic | 2 | +344 | REACHER | 3,28,-1,10,-1,13 | 1 | 27134 | 11380 | death
aquatic | 2 | +344 | ELK_BIRD | 4,28,-1,22,-1,18 | 1 | 27732 | - | present
aquatic | 2 | +344 | MAGMA_CRAB | 3,28,-1,29,-1,0 | 3 | 27918,28293,28468 | - | present
aquatic | 2 | +344 | DEMON_4 | 4,28,-1,38,-1,2 | 1 | 22945 | - | present
aquatic | 2 | +344 | CROCODILE_CAVE | 4,28,-1,2,-1,9 | 1 | 29156 | 3213 | death
aquatic | 2 | +344 | TROLL | 3,28,-1,10,-1,11 | 1 | 21459 | - | present
aquatic | 2 | +344 | REACHER | 4,28,-1,22,-1,23 | 1 | 24598 | - | present
aquatic | 2 | +344 | DEMON_2 | 4,28,-1,38,-1,6 | 4 | 21059,23610,26813,29171 | - | present
aquatic | 2 | +645 | ELK_BIRD | 4,28,-1,22,-1,18 | 3 | 20460,21113,21215 | - | present
aquatic | 2 | +645 | MAGMA_CRAB | 3,28,-1,29,-1,0 | 2 | 26060,27261 | - | present
aquatic | 2 | +944 | ELK_BIRD | 4,28,-1,22,-1,18 | 3 | 20902,27068,29328 | - | present
aquatic | 2 | +1816 | CRAB | 3,28,-1,-1,-1,23 | 1 | 19930 | - | present
aquatic | 2 | +1816 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 2 | 20986,23629 | - | present
aquatic | 2 | +3557 | CRAB | 3,28,-1,-1,-1,23 | 1 | 25902 | - | present
aquatic | 2 | +3844 | TROLL | 4,28,-1,2,-1,26 | 1 | 23422 | - | present
aquatic | 2 | +4228 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 2 | 24667,29827 | - | present
aquatic | 2 | +4612 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 1 | 27390 | - | present
aquatic | 2 | +5244 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 1 | 27802 | - | present
aquatic | 2 | +5653 | CRAB | 3,28,-1,-1,-1,23 | 1 | 21633 | - | present
aquatic | 2 | +7578 | CRAB | 3,28,-1,-1,-1,23 | 2 | 27598,28811 | 7395 | death/present
aquatic | 2 | +8857 | CRAB | 3,28,-1,-1,-1,23 | 1 | 26929 | - | present
aquatic | 2 | +9809 | CRAB | 3,28,-1,-1,-1,23 | 1 | 25014 | 7630 | death
aquatic | 2 | +10506 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 3 | 27019,27597,28294 | - | present
aquatic | 2 | +11724 | TROGLODYTE | 3,28,-1,10,-1,2 | 3 | 22267,23355,24603 | - | present
aquatic | 2 | +12068 | TROGLODYTE | 3,28,-1,10,-1,2 | 1 | 20092 | - | present
aquatic | 2 | +12068 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 2 | 22115,25974 | - | present
aquatic | 2 | +12323 | TROGLODYTE | 3,28,-1,10,-1,2 | 4 | 23938,25394,27823,28342 | - | present
aquatic | 2 | +12323 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 1 | 21778 | - | present
aquatic | 2 | +12683 | TROGLODYTE | 3,28,-1,10,-1,2 | 1 | 24536 | - | present
aquatic | 2 | +14398 | SHARK_BLUE | 3,28,-1,-1,-1,10 | 1 | 23353 | - | present
aquatic | 2 | +16397 | CRAB | 3,28,-1,-1,-1,23 | 2 | 23880,28643 | 313,667 | death
aquatic | 2 | +17064 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 1 | 24673 | - | present
aquatic | 2 | +17439 | CRAB | 3,28,-1,-1,-1,23 | 1 | 27575 | - | present
aquatic | 2 | +18929 | CRAB | 3,28,-1,-1,-1,23 | 1 | 22927 | - | present
aquatic | 2 | +18929 | CROCODILE_SALTWATER | 4,29,-1,-1,-1,44 | 3 | 20851,25665,25992 | - | present
natural | 1 | +360 | BIRD_ALBATROSS | 3,27,-1,-1,-1,67 | 3 | 22860,24612,28169 | - | present
natural | 1 | +360 | TOAD_GIANT_CAVE | 4,28,-1,2,-1,11 | 2 | 22534,25938 | 4310 | death/present
natural | 1 | +360 | JABBERER | 4,28,-1,10,-1,6 | 1 | 20570 | - | present
natural | 1 | +360 | HUNGRY_HEAD | 4,28,-1,22,-1,20 | 5 | 21805,23526,24798,25993,26270 | - | present
natural | 1 | +360 | MAGMA_CRAB | 3,28,-1,29,-1,0 | 4 | 19965,20786,26715,27445 | - | present
natural | 1 | +360 | DEMON_2 | 4,28,-1,38,-1,6 | 5 | 19973,22061,24452,27843,29038 | - | present
natural | 1 | +360 | BAT_GIANT | 4,28,-1,10,-1,4 | 1 | 28261 | 736 | death
natural | 1 | +360 | BUGBAT | 4,28,-1,22,-1,17 | 1 | 24744 | - | present
natural | 1 | +721 | HUNGRY_HEAD | 4,28,-1,22,-1,20 | 2 | 22803,27753 | - | present
natural | 1 | +721 | MAGMA_CRAB | 3,28,-1,29,-1,0 | 1 | 26279 | - | present
natural | 1 | +1096 | BUGBAT | 4,28,-1,22,-1,17 | 2 | 23041,23761 | 953 | death/present
natural | 1 | +1417 | BUGBAT | 4,28,-1,22,-1,17 | 4 | 22866,24058,24556,24930 | 632 | death/present
natural | 1 | +1417 | TROGLODYTE | 3,28,-1,10,-1,2 | 3 | 23217,27034,27332 | - | present
natural | 1 | +1743 | BUGBAT | 4,28,-1,22,-1,17 | 6 | 22158,24186,25557,26526,27091,27403 | - | present
natural | 1 | +1743 | TROGLODYTE | 3,28,-1,10,-1,2 | 3 | 26114,27381,27953 | - | present
natural | 1 | +2049 | TROGLODYTE | 3,28,-1,10,-1,2 | 1 | 24359 | - | present
natural | 1 | +2049 | BIRD_ALBATROSS | 3,27,-1,-1,-1,67 | 5 | 20762,22274,23274,23561,29086 | - | present
natural | 1 | +3603 | BIRD_ALBATROSS | 3,27,-1,-1,-1,67 | 4 | 23590,24033,26368,29058 | - | present
natural | 1 | +3895 | BIRD_ALBATROSS | 3,27,-1,-1,-1,67 | 3 | 26649,28653,28714 | - | present
natural | 1 | +5016 | TOAD_GIANT_CAVE | 4,28,-1,2,-1,11 | 1 | 27737 | - | present
natural | 1 | +5296 | BIRD_FALCON_PEREGRINE | 4,29,-1,-1,-1,51 | 1 | 28046 | - | present
natural | 1 | +5296 | ANACONDA | 4,29,-1,-1,-1,39 | 1 | 29516 | - | present
natural | 1 | +7089 | WATER_BUFFALO | 4,29,-1,-1,-1,56 | 6 | 20000,22285,23242,25574,26346,27483 | - | present
natural | 1 | +8669 | BIRD_OSPREY | 4,29,-1,-1,-1,50 | 1 | 22121 | - | present
natural | 1 | +8669 | BIRD_ALBATROSS | 3,27,-1,-1,-1,67 | 6 | 20183,20287,23373,26602,28834,29065 | - | present
natural | 1 | +10329 | BIRD_ALBATROSS | 3,27,-1,-1,-1,67 | 2 | 23504,26978 | - | present
natural | 1 | +11946 | BIRD_EAGLE | 4,28,-1,-1,-1,33 | 1 | 26333 | - | present
natural | 1 | +11946 | BIRD_ALBATROSS | 3,28,-1,-1,-1,67 | 4 | 23160,23171,24975,27651 | - | present
natural | 1 | +12212 | BIRD_ALBATROSS | 3,28,-1,-1,-1,67 | 2 | 20478,29099 | - | present
natural | 1 | +13550 | CRAB | 3,28,-1,-1,-1,23 | 1 | 25829 | - | present
natural | 1 | +13550 | LEOPARD | 4,28,-1,-1,-1,63 | 1 | 20670 | - | present
natural | 1 | +15125 | CRAB | 3,28,-1,-1,-1,23 | 1 | 28068 | - | present
natural | 1 | +15125 | MONGOOSE | 4,28,-1,-1,-1,68 | 1 | 20200 | - | present
natural | 1 | +16887 | CRAB | 3,28,-1,-1,-1,23 | 1 | 29038 | - | present
natural | 1 | +16887 | BIRD_ALBATROSS | 3,28,-1,-1,-1,67 | 3 | 21475,26661,26892 | - | present
natural | 1 | +18436 | WEASEL | 4,29,-1,-1,-1,49 | 1 | 25149 | - | present
natural | 1 | +18436 | BIRD_ALBATROSS | 3,28,-1,-1,-1,67 | 2 | 20062,23733 | - | present
natural | 1 | +20124 | BIRD_ALBATROSS | 3,27,-1,-1,-1,67 | 6 | 21437,22600,23580,24201,27612,28266 | - | present

## Waves (86; per-wave summary written to waves.tsv, keyed on first-listed tick)
arm | rep | listed | species | layer | n | departed | died | present
aquatic | 1 | +369 | CROCODILE_CAVE | cavern | 1 | 0 | 1 | 0
aquatic | 1 | +369 | BLIND_CAVE_OGRE | cavern | 3 | 0 | 0 | 3
aquatic | 1 | +369 | ELK_BIRD | cavern | 8 | 0 | 0 | 8
aquatic | 1 | +369 | DEMON_14 | cavern | 4 | 0 | 0 | 4
aquatic | 1 | +369 | CROCODILE_SALTWATER | surface | 2 | 0 | 0 | 2
aquatic | 1 | +369 | TROLL | cavern | 1 | 0 | 0 | 1
aquatic | 1 | +369 | MANERA | cavern | 1 | 0 | 0 | 1
aquatic | 1 | +369 | MAGMA_CRAB | cavern | 4 | 0 | 0 | 4
aquatic | 1 | +2013 | CRAB | surface | 2 | 0 | 2 | 0
aquatic | 1 | +3807 | CRAB | surface | 1 | 0 | 1 | 0
aquatic | 1 | +5721 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 1 | +6000 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 1 | +7144 | CROCODILE_SALTWATER | surface | 1 | 0 | 0 | 1
aquatic | 1 | +7144 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 1 | +8699 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 1 | +9161 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 1 | +10309 | CRAB | surface | 1 | 0 | 1 | 0
aquatic | 1 | +10309 | CROCODILE_CAVE | cavern | 1 | 0 | 0 | 1
aquatic | 1 | +10626 | CROCODILE_SALTWATER | surface | 1 | 0 | 0 | 1
aquatic | 1 | +12132 | CRAB | surface | 1 | 0 | 1 | 0
aquatic | 1 | +12388 | CROCODILE_SALTWATER | surface | 3 | 0 | 0 | 3
aquatic | 1 | +13849 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 1 | +13849 | CROCODILE_SALTWATER | surface | 3 | 0 | 0 | 3
aquatic | 1 | +15669 | CROCODILE_SALTWATER | surface | 2 | 0 | 0 | 2
aquatic | 1 | +17436 | CRAB | surface | 1 | 0 | 1 | 0
aquatic | 1 | +17770 | SHARK_BLUE | surface | 1 | 0 | 0 | 1
aquatic | 1 | +18008 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 1 | +19209 | CRAB | surface | 2 | 0 | 0 | 2
aquatic | 2 | +344 | CROCODILE_SALTWATER | surface | 3 | 0 | 0 | 3
aquatic | 2 | +344 | TROLL | cavern | 1 | 0 | 0 | 1
aquatic | 2 | +344 | REACHER | cavern | 1 | 0 | 1 | 0
aquatic | 2 | +344 | ELK_BIRD | cavern | 7 | 0 | 0 | 7
aquatic | 2 | +344 | MAGMA_CRAB | cavern | 5 | 0 | 0 | 5
aquatic | 2 | +344 | DEMON_4 | cavern | 1 | 0 | 0 | 1
aquatic | 2 | +344 | CROCODILE_CAVE | cavern | 1 | 0 | 1 | 0
aquatic | 2 | +344 | TROLL | cavern | 1 | 0 | 0 | 1
aquatic | 2 | +344 | REACHER | cavern | 1 | 0 | 0 | 1
aquatic | 2 | +344 | DEMON_2 | cavern | 4 | 0 | 0 | 4
aquatic | 2 | +1816 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 2 | +1816 | CROCODILE_SALTWATER | surface | 2 | 0 | 0 | 2
aquatic | 2 | +3557 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 2 | +3557 | TROLL | cavern | 1 | 0 | 0 | 1
aquatic | 2 | +4228 | CROCODILE_SALTWATER | surface | 3 | 0 | 0 | 3
aquatic | 2 | +5244 | CROCODILE_SALTWATER | surface | 1 | 0 | 0 | 1
aquatic | 2 | +5653 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 2 | +7578 | CRAB | surface | 2 | 0 | 1 | 1
aquatic | 2 | +8857 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 2 | +9466 | CRAB | surface | 1 | 0 | 1 | 0
aquatic | 2 | +10506 | CROCODILE_SALTWATER | surface | 3 | 0 | 0 | 3
aquatic | 2 | +11724 | TROGLODYTE | cavern | 9 | 0 | 0 | 9
aquatic | 2 | +12068 | CROCODILE_SALTWATER | surface | 3 | 0 | 0 | 3
aquatic | 2 | +14398 | SHARK_BLUE | surface | 1 | 0 | 0 | 1
aquatic | 2 | +16397 | CRAB | surface | 2 | 0 | 2 | 0
aquatic | 2 | +17064 | CROCODILE_SALTWATER | surface | 1 | 0 | 0 | 1
aquatic | 2 | +17064 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 2 | +18929 | CRAB | surface | 1 | 0 | 0 | 1
aquatic | 2 | +18929 | CROCODILE_SALTWATER | surface | 3 | 0 | 0 | 3
natural | 1 | +360 | BIRD_ALBATROSS | surface | 3 | 0 | 0 | 3
natural | 1 | +360 | TOAD_GIANT_CAVE | cavern | 2 | 0 | 1 | 1
natural | 1 | +360 | JABBERER | cavern | 1 | 0 | 0 | 1
natural | 1 | +360 | HUNGRY_HEAD | cavern | 7 | 0 | 0 | 7
natural | 1 | +360 | MAGMA_CRAB | cavern | 5 | 0 | 0 | 5
natural | 1 | +360 | DEMON_2 | cavern | 5 | 0 | 0 | 5
natural | 1 | +360 | BAT_GIANT | cavern | 1 | 0 | 1 | 0
natural | 1 | +360 | BUGBAT | cavern | 13 | 0 | 2 | 11
natural | 1 | +1417 | TROGLODYTE | cavern | 7 | 0 | 0 | 7
natural | 1 | +2049 | BIRD_ALBATROSS | surface | 5 | 0 | 0 | 5
natural | 1 | +3603 | BIRD_ALBATROSS | surface | 7 | 0 | 0 | 7
natural | 1 | +5016 | TOAD_GIANT_CAVE | cavern | 1 | 0 | 0 | 1
natural | 1 | +5296 | BIRD_FALCON_PEREGRINE | surface | 1 | 0 | 0 | 1
natural | 1 | +5296 | ANACONDA | surface | 1 | 0 | 0 | 1
natural | 1 | +7089 | WATER_BUFFALO | surface | 6 | 0 | 0 | 6
natural | 1 | +8669 | BIRD_OSPREY | surface | 1 | 0 | 0 | 1
natural | 1 | +8669 | BIRD_ALBATROSS | surface | 6 | 0 | 0 | 6
natural | 1 | +10329 | BIRD_ALBATROSS | surface | 2 | 0 | 0 | 2
natural | 1 | +11946 | BIRD_EAGLE | surface | 1 | 0 | 0 | 1
natural | 1 | +11946 | BIRD_ALBATROSS | surface | 6 | 0 | 0 | 6
natural | 1 | +13550 | CRAB | surface | 1 | 0 | 0 | 1
natural | 1 | +13550 | LEOPARD | surface | 1 | 0 | 0 | 1
natural | 1 | +15125 | CRAB | surface | 1 | 0 | 0 | 1
natural | 1 | +15125 | MONGOOSE | surface | 1 | 0 | 0 | 1
natural | 1 | +16887 | CRAB | surface | 1 | 0 | 0 | 1
natural | 1 | +16887 | BIRD_ALBATROSS | surface | 3 | 0 | 0 | 3
natural | 1 | +18436 | WEASEL | surface | 1 | 0 | 0 | 1
natural | 1 | +18436 | BIRD_ALBATROSS | surface | 2 | 0 | 0 | 2
natural | 1 | +20124 | BIRD_ALBATROSS | surface | 6 | 0 | 0 | 6

## Countdown behaviour per arrived unit (first reading -> last reading over ticks)
aquatic | 1 | unit 171 CROCODILE_CAVE: 26388 -> 16792 over 9596 ticks (slope -1.000/tick)
aquatic | 1 | unit 172 BLIND_CAVE_OGRE: 28267 -> 8554 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 173 BLIND_CAVE_OGRE: 23229 -> 3516 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 175 ELK_BIRD: 22489 -> 2773 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 176 ELK_BIRD: 23382 -> 3669 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 183 DEMON_14: 28457 -> 8744 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 184 DEMON_14: 26752 -> 7039 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 187 CROCODILE_SALTWATER: 23504 -> 3791 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 188 CROCODILE_SALTWATER: 20587 -> 874 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 189 TROLL: 25980 -> 6264 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 190 MANERA: 26726 -> 7012 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 191 MAGMA_CRAB: 25292 -> 5579 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 192 MAGMA_CRAB: 20609 -> 896 over 19713 ticks (slope -1.000/tick)
aquatic | 1 | unit 181 ELK_BIRD: 26359 -> 7243 over 19116 ticks (slope -1.000/tick)
aquatic | 1 | unit 182 ELK_BIRD: 27449 -> 8333 over 19116 ticks (slope -1.000/tick)
aquatic | 1 | unit 195 CRAB: 27678 -> 12578 over 15100 ticks (slope -1.000/tick)
aquatic | 1 | unit 196 CRAB: 28106 -> 16613 over 11493 ticks (slope -1.000/tick)
aquatic | 1 | unit 197 CRAB: 23454 -> 13755 over 9699 ticks (slope -1.000/tick)
aquatic | 1 | unit 198 CRAB: 29817 -> 15456 over 14361 ticks (slope -1.000/tick)
aquatic | 1 | unit 199 CRAB: 29299 -> 15217 over 14082 ticks (slope -1.000/tick)
aquatic | 1 | unit 200 CROCODILE_SALTWATER: 22165 -> 9227 over 12938 ticks (slope -1.000/tick)
aquatic | 1 | unit 201 CRAB: 25509 -> 12569 over 12938 ticks (slope -1.000/tick)
aquatic | 1 | unit 202 CRAB: 26391 -> 15007 over 11383 ticks (slope -1.000/tick)
aquatic | 1 | unit 203 CRAB: 25670 -> 14748 over 10921 ticks (slope -1.000/tick)
aquatic | 1 | unit 204 CRAB: 26988 -> 25165 over 1823 ticks (slope -1.000/tick)
aquatic | 1 | unit 205 CROCODILE_CAVE: 22667 -> 12894 over 9773 ticks (slope -1.000/tick)
aquatic | 1 | unit 206 CROCODILE_SALTWATER: 25367 -> 15911 over 9456 ticks (slope -1.000/tick)
aquatic | 1 | unit 207 CRAB: 29553 -> 26385 over 3167 ticks (slope -1.000/tick)
aquatic | 1 | unit 208 CROCODILE_SALTWATER: 29740 -> 22046 over 7694 ticks (slope -1.000/tick)
aquatic | 1 | unit 209 CROCODILE_SALTWATER: 29105 -> 21411 over 7694 ticks (slope -1.000/tick)
aquatic | 1 | unit 211 CRAB: 20843 -> 14610 over 6233 ticks (slope -1.000/tick)
aquatic | 1 | unit 212 CROCODILE_SALTWATER: 28939 -> 22706 over 6233 ticks (slope -1.000/tick)
aquatic | 1 | unit 213 CROCODILE_SALTWATER: 29783 -> 23550 over 6233 ticks (slope -1.000/tick)
aquatic | 1 | unit 215 CROCODILE_SALTWATER: 27588 -> 23175 over 4413 ticks (slope -1.000/tick)
aquatic | 1 | unit 216 CROCODILE_SALTWATER: 20120 -> 15707 over 4413 ticks (slope -1.000/tick)
aquatic | 1 | unit 217 CRAB: 25627 -> 25293 over 334 ticks (slope -1.000/tick)
aquatic | 1 | unit 218 SHARK_BLUE: 22093 -> 19781 over 2312 ticks (slope -1.000/tick)
aquatic | 1 | unit 219 CRAB: 26040 -> 23966 over 2074 ticks (slope -1.000/tick)
aquatic | 1 | unit 220 CRAB: 22993 -> 22120 over 873 ticks (slope -1.000/tick)
aquatic | 1 | unit 221 CRAB: 20285 -> 19412 over 873 ticks (slope -1.000/tick)
aquatic | 2 | unit 171 CROCODILE_SALTWATER: 19858 -> 0 over 19987 ticks (slope -0.994/tick)
aquatic | 2 | unit 174 TROLL: 27988 -> 8000 over 19987 ticks (slope -1.000/tick)
aquatic | 2 | unit 175 REACHER: 27134 -> 16026 over 11107 ticks (slope -1.000/tick)
aquatic | 2 | unit 176 ELK_BIRD: 27732 -> 7745 over 19987 ticks (slope -1.000/tick)
aquatic | 2 | unit 183 MAGMA_CRAB: 27918 -> 7931 over 19987 ticks (slope -1.000/tick)
aquatic | 2 | unit 188 DEMON_4: 22945 -> 2958 over 19987 ticks (slope -1.000/tick)
aquatic | 2 | unit 189 CROCODILE_CAVE: 29156 -> 26193 over 2963 ticks (slope -1.000/tick)
aquatic | 2 | unit 190 TROLL: 21459 -> 1470 over 19987 ticks (slope -1.000/tick)
aquatic | 2 | unit 191 REACHER: 24598 -> 4610 over 19987 ticks (slope -1.000/tick)
aquatic | 2 | unit 192 DEMON_2: 23610 -> 3623 over 19987 ticks (slope -1.000/tick)
aquatic | 2 | unit 177 ELK_BIRD: 21215 -> 1529 over 19686 ticks (slope -1.000/tick)
aquatic | 2 | unit 186 MAGMA_CRAB: 26060 -> 6374 over 19686 ticks (slope -1.000/tick)
aquatic | 2 | unit 180 ELK_BIRD: 27068 -> 7681 over 19387 ticks (slope -1.000/tick)
aquatic | 2 | unit 196 CRAB: 19930 -> 1415 over 18515 ticks (slope -1.000/tick)
aquatic | 2 | unit 197 CROCODILE_SALTWATER: 23629 -> 5114 over 18515 ticks (slope -1.000/tick)
aquatic | 2 | unit 199 CRAB: 25902 -> 9126 over 16774 ticks (slope -1.000/tick)
aquatic | 2 | unit 200 TROLL: 23422 -> 6933 over 16487 ticks (slope -1.000/tick)
aquatic | 2 | unit 201 CROCODILE_SALTWATER: 29827 -> 13724 over 16103 ticks (slope -1.000/tick)
aquatic | 2 | unit 203 CROCODILE_SALTWATER: 27390 -> 11671 over 15719 ticks (slope -1.000/tick)
aquatic | 2 | unit 204 CROCODILE_SALTWATER: 27802 -> 12715 over 15087 ticks (slope -1.000/tick)
